CORE,FREQ
IACEAE,124
UNF,123
INCO,123
CYC,123
EXA,123
INST,123
EFUL,123
AMEN,123
ITS,123
RMIN,123
RECO,123
ULN,123
OSU,123
OOM,123
IOT,123
ANDA,123
IRD,123
TZ,123
AFT,122
SSU,122
NCON,122
SCRI,122
ERSI,122
STL,122
OLAT,122
CENTR,122
PUT,122
NTIC,122
PATH,122
IOUSN,122
IOUSNE,122
OSO,122
YCE,122
YLO,122
OPTER,122
TUL,122
OLIT,121
HIO,121
OIL,121
READ,121
LIZA,121
AUL,121
TTLE,121
CATA,121
NEO,121
SHIN,121
UIL,121
OUNTE,121
UNTER,121
ZZ,121
ICKE,121
REB,121
EMIA,121
EFE,120
VED,120
TIB,120
BIC,120
NGR,120
NIM,120
EAM,120
WEA,120
CTER,120
ULNE,120
DDL,120
OBS,120
SPIR,120
RBE,120
UALI,120
LOGICA,120
HYPO,120
IQU,120
AUD,120
LIU,120
TIP,119
YCL,119
LIB,119
RESI,119
DAM,119
MBR,119
ONTR,119
NSP,119
ENTLY,119
LIAN,119
EDO,119
TOT,119
ROF,119
WARD,118
ESCEN,118
NEUR,118
SAB,118
PROC,118
LEY,118
ISIN,118
LOI,118
GENI,118
MMI,118
AUTO,118
EIG,118
ITER,118
FULLY,118
EON,118
YLI,118
BST,118
INER,118
CAD,118
PLU,118
NAD,117
STEN,117
RCA,117
NTRI,117
LIV,117
ASO,117
PPR,117
DV,117
ALIN,117
ERSE,117
LLAT,117
YMP,117
EDLY,117
PHYT,117
EBA,117
ORB,117
SEMI,117
TIST,117
ISTO,117
URU,117
CHLO,117
NIDA,117
SEE,116
WING,116
BET,116
TTO,116
NDED,116
NFE,116
TONI,116
NEE,116
LITE,116
EDU,116
HEAR,116
OUGH,116
NABL,116
APHY,116
LLS,116
RAR,116
ILIS,116
BREA,116
FAR,116
ITAL,116
RPO,116
URT,116
EGO,116
TB,116
ERD,116
TOMY,116
UCTI,115
RTU,115
OBL,115
ODA,115
CIE,115
AINE,115
SERV,115
PERA,115
NAG,115
REW,115
IAB,115
VID,115
SLI,115
MIST,115
UPP,115
STOM,115
REI,115
IBR,115
OCAR,115
IOP,115
LEB,115
GRAN,114
ENTIA,114
CAU,114
FLI,114
TELE,114
SLE,114
GENT,114
ALP,114
HTE,114
IMPE,114
RAND,114
RITE,114
MPT,114
ANCH,114
IZIN,114
RCI,114
IRC,114
URB,114
OAD,114
ARTH,114
GIO,114
RIUM,114
TOMA,114
EIS,114
FECT,113
CAB,113
CYCL,113
ICATE,113
EEL,113
TERR,113
LEI,113
NIE,113
NSIS,113
ANGI,113
SENS,113
COUNTE,113
TIVEL,113
PRIN,113
TNES,113
TNESS,113
EART,113
GIT,113
MUT,113
CAC,113
ACRO,113
ABB,113
MAST,113
HYLL,113
SAUR,113
LLING,112
LIGH,112
MISS,112
UBL,112
WIT,112
CONTR,112
SPL,112
USC,112
IZING,112
EROU,112
LLOW,112
ULNES,112
TAP,112
TIVELY,112
OTHER,112
TAIL,112
ZY,112
LECTR,112
LOCK,112
OARD,112
PHYLL,112
DISP,111
DIF,111
NFI,111
MBER,111
COND,111
NCU,111
DIL,111
HERI,111
TUN,111
UNRE,111
ORIS,111
NITE,111
ULNESS,111
YTH,111
OVA,111
RTS,111
SHES,111
CARD,111
MAND,111
NTHE,111
BOAR,111
PLAT,111
ASM,111
ALD,111
TIDA,111
CTED,110
PUN,110
STAL,110
TALL,110
DEV,110
EFF,110
MORP,110
MORPH,110
STING,110
UBS,110
APHI,110
BOT,110
GUS,110
EROUS,110
HAI,110
FULN,110
FULNE,110
FULNES,110
OBE,110
ERIO,110
RECT,110
IGO,110
IONIS,110
FICAT,110
RAF,110
THES,110
OPHIL,110
OXY,110
ITC,110
BRU,110
AO,110
HRA,110
ROME,110
NZ,110
ABLEN,110
ABLENE,110
ITOR,109
ORMA,109
TELL,109
EPTI,109
ERIT,109
CROS,109
IPH,109
NLI,109
LIGHT,109
ANIC,109
UNN,109
LITI,109
ROPI,109
RDIN,109
LISA,109
ERW,109
ICIA,109
SMI,109
ANDR,109
ASTO,109
NOG,109
MILL,109
FOLIA,109
HW,109
FEN,108
CCO,108
GHTE,108
ENIN,108
CCU,108
NNO,108
GATE,108
USTI,108
TILI,108
EWA,108
VUL,108
ARBO,108
EBO,108
EDN,108
BES,107
RESSI,107
UES,107
ESTA,107
NFO,107
MEDI,107
RESE,107
DUCT,107
ANGL,107
EGE,107
UMM,107
ECON,107
HIE,107
GNO,107
TYP,107
TURA,107
DIU,107
OUNTER,107
TIES,107
FAL,107
ARIAN,107
LDER,107
TICS,107
OSCO,107
ISER,107
EBU,107
BERR,107
HLOR,107
CHLOR,107
NITI,106
NGLE,106
REAT,106
TRACT,106
NQ,106
NDING,106
NTAT,106
PSY,106
RICH,106
RSO,106
ATEL,106
LICI,106
CIR,106
TRON,106
CLU,106
IFICAT,106
OCU,106
AKER,106
PIA,106
LLAR,106
STONE,106
BOARD,106
METRI,106
DID,106
ERRY,106
RIDAE,106
OIDES,106
LORI,105
ONAT,105
ABS,105
RETI,105
DIG,105
CELL,105
NTEN,105
NQU,105
OLIC,105
PPL,105
TUD,105
TRIA,105
RONI,105
JAC,105
LEV,105
OPR,105
DOC,105
AGU,105
BALL,105
HEI,105
UBE,105
ELECTR,105
ADS,105
YCO,105
EATE,104
AER,104
UNB,104
RPE,104
USA,104
INED,104
HOD,104
ADV,104
HID,104
ERRI,104
RUP,104
RKE,104
RVA,104
NERA,104
LOWE,104
XTR,104
LUN,104
DUS,104
HOLO,104
NUT,104
OCT,104
NIG,104
IPS,104
LIZAT,104
ITCH,104
TOLO,104
EMON,104
ULU,104
ANIA,104
HOTO,104
IPI,104
OPHA,104
EBE,104
SSN,104
SSNE,104
EDNE,104
NIU,104
GET,103
ICTI,103
ODY,103
RACTI,103
UTIO,103
PROV,103
TRAI,103
LONG,103
MAK,103
CKLE,103
EXTR,103
NETI,103
TALIS,103
ENTER,103
POSIT,103
RHI,103
LIZATI,103
UX,103
DERM,103
RINA,103
MPI,103
RUB,103
PHOT,103
KR,103
SSNES,103
SSNESS,103
EDNES,103
SKE,102
FOO,102
NISH,102
RLY,102
SMAN,102
SSES,102
WEED,102
HRE,102
WIL,102
DDLE,102
HAP,102
FUS,102
HEC,102
URIS,102
RRH,102
RAW,102
TINA,102
ILD,102
ERMO,102
OMETR,102
EDNESS,102
STED,101
VARI,101
EDIC,101
ILAT,101
INTR,101
TEMP,101
ONCE,101
IOR,101
UCE,101
SAM,101
IPL,101
NKE,101
GATI,101
CORN,101
POU,101
HUR,101
PSE,101
ANGU,101
NEY,101
SAP,101
EUM,101
IID,101
RIDI,100
EATH,100
SIGN,100
RICAL,100
NSH,100
EYE,100
LOA,100
LEE,100
TIFI,100
INATIO,100
ICIS,100
AJ,100
MARI,100
ROST,100
THAL,100
HB,100
TIDAE,100
ONTA,99
EVO,99
STAR,99
UOU,99
UOUS,99
LASS,99
CONST,99
TENS,99
TISM,99
AUG,99
ENSE,99
GREE,99
ABR,99
ONTE,99
ONIST,99
SLO,99
CTIC,99
IPT,99
LTER,99
ITATI,99
RDA,99
SEP,99
TORS,99
LISAT,99
ESSN,99
LESSN,99
ESSNE,99
LESSNE,99
ESSNES,99
ALB,99
NIDAE,99
ERID,98
NEX,98
TRUC,98
ACKE,98
ITIV,98
EABL,98
NCOM,98
EHE,98
TIOU,98
TIOUS,98
TITU,98
TUAL,98
HOE,98
SWE,98
DDE,98
PEND,98
RAPHI,98
DISCO,98
LLED,98
IMEN,98
EQUI,98
ICIT,98
REO,98
YLE,98
EOP,98
HOB,98
MMER,98
NUL,98
HAD,98
YPT,98
ATS,98
OUL,98
HIST,98
PAP,98
LISATI,98
CCI,98
AA,98
SHED,97
NFL,97
RASS,97
TTIN,97
SUBS,97
ENDO,97
FUR,97
EUT,97
ROTE,97
COO,97
TEST,97
SUN,97
DERI,97
TLI,97
RAVE,97
RMAN,97
OPU,97
FICATI,97
INIA,97
SYM,97
IONALI,97
DIP,97
THERM,97
BLAS,97
RHO,97
DOS,97
PASS,96
RIOU,96
RIOUS,96
CESS,96
LISH,96
STRAT,96
GULA,96
DELI,96
ASTIC,96
ONIN,96
TFU,96
TFUL,96
SSIN,96
OPER,96
VATI,96
AWA,96
WHE,96
GIL,96
NTING,96
MENTS,96
TIME,96
RAGE,96
DF,96
KIL,96
ANDER,96
NOMI,96
ERAN,96
YNC,96
OSCOP,96
MOG,96
ALV,96
GOL,96
ALG,96
YPH,96
LOD,95
PTIO,95
GEA,95
UTION,95
THOR,95
DOU,95
CHIA,95
UTR,95
ARIT,95
EMIS,95
CCE,95
RCHI,95
YME,95
THIN,95
DINE,95
IMAT,95
LATA,95
ONOM,95
EMAN,95
IGR,95
MANT,95
RSA,95
ETRIC,95
LION,95
MEG,95
URIA,95
REAS,94
EFO,94
CKIN,94
NVI,94
FIED,94
HLE,94
IMB,94
NEW,94
ICAN,94
MOUS,94
NABLE,94
CHROM,94
ORDI,94
ORSE,94
MMUN,94
LINES,94
STHE,94
WB,94
IDER,94
IOLO,94
STICA,94
HTH,94
ICUS,94
NCR,93
FAT,93
TLESS,93
NOB,93
NAE,93
RTER,93
SIF,93
ENING,93
ELT,93
APPR,93
DERA,93
ACTER,93
ECTIV,93
ONVE,93
ELLO,93
YER,93
SYC,93
ITAN,93
ONES,93
NAI,93
MBU,93
NGUI,93
TISE,93
LLUS,93
CTRO,93
LATO,93
STOC,93
ATUM,93
IEV,92
ININ,92
SIBL,92
LACK,92
IRT,92
IBU,92
FFER,92
IGHTE,92
URAT,92
RATOR,92
POLI,92
REVE,92
FUN,92
MENTAL,92
TITI,92
RAPHY,92
AGIN,92
ILIN,92
OLLE,92
ERVI,92
HINE,92
HESI,92
ETAL,92
AGON,92
OIC,92
OPIC,92
IALIS,92
IGU,92
VAS,92
RALIS,92
BIRD,92
ENTO,92
INUS,92
RUCT,91
LOV,91
UNK,91
WED,91
CAST,91
REH,91
IONE,91
PAI,91
TEO,91
DISA,91
CONCE,91
GRAPHI,91
BBE,91
IATIO,91
TRAL,91
DINA,91
JEC,91
JECT,91
ASSA,91
ILS,91
DLI,91
OWL,91
RUD,91
UER,91
EROS,91
AUN,91
PROS,91
OCR,91
ERER,91
AZI,91
ALIA,91
NTIAL,90
UNDI,90
NME,90
SSL,90
ORAL,90
UNCH,90
ENTAT,90
RHE,90
TILL,90
RUST,90
IBIL,90
CONVE,90
IATION,90
NDERS,90
TIVI,90
GRAT,90
NOV,90
ULATIO,90
EFL,90
OPHYT,90
PN,90
OWS,90
RIDE,90
ECTRO,90
OSTA,90
ISHES,90
HERA,90
PHEN,90
PIP,90
URUS,90
LIDAE,90
GOT,89
RMAT,89
EABLE,89
NSC,89
LUE,89
AID,89
EWE,89
LATED,89
BT,89
ARRA,89
POSE,89
GRAPHY,89
NCHI,89
UBI,89
TEG,89
FEL,89
ECTA,89
HONE,89
OLIS,89
PLIC,89
ENIA,89
UTS,89
OOR,89
ETRO,89
ACY,89
RAY,89
HILI,89
UDA,89
UGG,89
NATO,89
SIAN,89
STATI,89
LYP,89
TROPH,89
BLAST,89
ROID,89
OSAU,89
OSAUR,89
SURE,88
SPECT,88
UNCT,88
ERCE,88
GMA,88
RATED,88
NCL,88
RYS,88
TEND,88
ENDI,88
RECI,88
IMU,88
BOLI,88
HORI,88
BIS,88
OGN,88
NCES,88
EMIN,88
EMIC,88
DIUM,88
MILI,88
DEMO,88
ETU,88
NARY,88
ROR,88
RENC,88
URIN,88
TIONI,88
GGER,88
CCA,88
YTI,88
TERC,88
ESIA,88
HEO,88
HALI,88
CARI,88
SWA,88
RYO,88
YNE,88
RILL,88
HALO,88
LYM,88
OGL,88
OMETE,88
OMYC,88
TELY,87
RTIN,87
UNM,87
VOR,87
ANAL,87
BAB,87
VIO,87
ANNE,87
OROU,87
AVER,87
IDU,87
LINA,87
MALI,87
KW,87
IELD,87
TEI,87
ROSI,87
URES,87
AIT,87
DOP,87
APR,87
OLIN,87
FLOR,87
HNE,87
SAI,87
RICK,87
PHOTO,87
ALLA,87
LVA,87
GGL,87
QUIN,87
OCYT,87
ML,86
SIST,86
PTION,86
RITY,86
TOO,86
DICT,86
CIAT,86
TRIN,86
CING,86
RTED,86
ROCE,86
TTING,86
IPO,86
NATU,86
COG,86
FES,86
HOMO,86
AYE,86
HALL,86
CHN,86
NDEN,86
ORME,86
ANISM,86
IFT,86
CITY,86
NEG,86
RACI,86
ECL,86
ARAN,86
OMEN,86
ALAN,86
KB,86
LINI,86
EWO,86
BLU,86
IANS,86
TOI,86
IFOLIA,86
LITH,86
UGA,85
CELE,85
OOS,85
SOCI,85
ENED,85
WAN,85
ODER,85
ODU,85
NTRO,85
MBLE,85
TERIA,85
ISTA,85
ERAB,85
TREA,85
RCHA,85
HLY,85
INIT,85
ITHE,85
OTS,85
RSHI,85
BUN,85
ANNI,85
RUT,85
WATE,85
WATER,85
COPE,85
MULT,85
LUR,85
SHER,85
ANDS,85
UBB,85
IOLOG,85
AQ,85
NESI,85
METRIC,85
NARI,85
YLA,85
ENSIS,85
DIAN,84
ESSIO,84
ESSION,84
STRUC,84
IFIED,84
DDI,84
NTIO,84
IBER,84
RATIV,84
RATIVE,84
NEURO,84
ROVE,84
OCAT,84
DISS,84
STIL,84
PLAC,84
WIS,84
TAGE,84
IBILI,84
CORR,84
MAD,84
PERF,84
IALL,84
PSYC,84
AYA,84
REEN,84
MAGN,84
MPU,84
SHING,84
CIRC,84
ONDE,84
IOC,84
HEART,84
TIAN,84
FAN,84
OMIC,84
TOLOG,84
OPOD,84
SEU,84
SOPH,84
ISTS,84
COD,84
OGRAM,84
DONT,84
ODONT,84
IIDA,84
IIDAE,84
CREA,83
CHED,83
IDENT,83
FAS,83
ROSS,83
KNO,83
NOW,83
IGAT,83
SPAR,83
PHYS,83
OINT,83
HANG,83
IALLY,83
SYCH,83
PSYCH,83
IGG,83
CHEM,83
TIZE,83
XPE,83
ILT,83
ELAT,83
AZO,83
AZE,83
IDS,83
HARI,83
RELI,83
OUTH,83
XIC,83
ESTER,83
ALIZA,83
HUN,83
RTO,83
NACE,83
MUR,83
CHOR,83
EFA,83
LAE,83
BERRY,83
HAEM,83
CHING,82
ORIN,82
HARD,82
JUN,82
IMIN,82
ERVE,82
STIT,82
EASE,82
IMPR,82
NANT,82
WAS,82
CTERI,82
USTE,82
NDLE,82
ASU,82
ARRI,82
NBE,82
MOO,82
LANC,82
LOWER,82
TERIN,82
SUC,82
CLIN,82
EES,82
EIGH,82
ERES,82
ILLO,82
ELIA,82
HAC,82
LANG,82
NDRO,82
ARDS,82
FFL,82
CHIL,82
MOP,82
OPLA,82
BOS,82
BUC,82
OMETER,82
URED,81
PINE,81
NFOR,81
XU,81
ORTE,81
CHOL,81
NTAN,81
REPR,81
UTIN,81
APHIC,81
RAPHIC,81
TERMI,81
SUA,81
ENDA,81
IABL,81
UPT,81
MARK,81
SCUL,81
REDI,81
DOWN,81
TOW,81
EXPE,81
ROUN,81
EDG,81
MINO,81
PENT,81
HETI,81
OGENE,81
VAC,81
ONAR,81
ATEN,81
INGU,81
EBI,81
ELIC,81
EWI,81
BBL,81
THOL,81
UTTE,81
OPY,81
OMER,81
BD,81
CARB,81
OPHYL,81
LIUM,81
HARM,80
TME,80
NALL,80
OUC,80
CKING,80
ERNI,80
UNO,80
SSED,80
TUT,80
ISTER,80
HORN,80
ARRO,80
AINT,80
ERMIN,80
CULT,80
IBILIT,80
DRU,80
ATICA,80
RUL,80
BLIN,80
METH,80
HETE,80
ONSTR,80
EGAT,80
PERT,80
ERME,80
THET,80
TABI,80
DECO,80
CTS,80
PENS,80
CKET,80
OAN,80
ASTA,80
IOG,80
HRON,80
HROP,80
GGI,79
NCER,79
OMPA,79
INCI,79
FERE,79
ROCA,79
COI,79
COUR,79
HORA,79
OOP,79
SYL,79
ELAN,79
ICL,79
PPIN,79
ONIZ,79
HOLE,79
NAU,79
ABU,79
DAB,79
LUTI,79
UMIN,79
UCA,79
HELI,79
HORE,79
TERP,79
MONT,79
CROC,79
ITES,79
ERON,79
CIAN,79
SAND,79
OLLI,79
EUD,79
ERATO,79
HIZ,79
TETR,79
OEN,79
OPHOR,79
SSIV,78
TRUCT,78
STRUCT,78
NCTI,78
NDIS,78
VERSI,78
INH,78
LUB,78
OAC,78
ORIC,78
NYM,78
ENCH,78
YCHO,78
CTUR,78
SHR,78
THAN,78
ATTER,78
SUPP,78
NIP,78
ATRO,78
NFU,78
INEA,78
PORA,78
NDIC,78
ROOM,78
DEB,78
ARAT,78
LLIS,78
ESTO,78
RYP,78
DATE,78
GEM,78
BILL,78
ANTL,78
UCO,78
YNA,78
SHN,78
SHL,78
ALIZAT,78
AYS,78
ROSE,78
SNA,78
OSPO,78
AMINE,78
BRAC,78
LW,78
ARU,78
AUC,78
MEGA,78
NIUM,78
ALISA,78
ECTE,77
KEL,77
TRIB,77
OMPL,77
COMPL,77
LATIN,77
ENDER,77
VERI,77
BRAN,77
EPL,77
WRI,77
PROTE,77
FLOW,77
TICUL,77
EXE,77
LDI,77
RATIN,77
IDD,77
SAG,77
HAU,77
POO,77
LAW,77
THEN,77
MULTI,77
ITIE,77
CALC,77
AMY,77
TENES,77
THUS,77
EOR,77
VIE,77
ROLO,77
SQUE,77
RICI,77
ROE,77
RAZ,77
OGG,77
CERA,77
IOM,77
ROCH,77
OPSI,77
UDO,77
OTOM,77
CYTO,77
ORNI,77
ITIVE,76
DLES,76
LPH,76
ENTIO,76
NEST,76
OLV,76
LISTI,76
RENE,76
ISL,76
EMOR,76
UAD,76
EAV,76
CLEA,76
CAMP,76
FORT,76
ERVA,76
DOG,76
IMENT,76
USTR,76
AREN,76
CUP,76
RSHIP,76
EADE,76
SPON,76
XIN,76
LITA,76
ESTH,76
DUR,76
PROF,76
ANAT,76
UTTER,76
TENESS,76
ITTER,76
OZO,76
RCHE,76
LECTRO,76
ONER,76
LAMI,76
HALA,76
OBO,76
GOS,76
ANUS,76
KAR,76
ALISAT,76
FTE,75
VOC,75
FOOT,75
COMPA,75
NHE,75
RETE,75
RISH,75
OCAL,75
ROPE,75
ARAC,75
OROUS,75
ERSO,75
CRAT,75
GINA,75
ARIO,75
TRES,75
KES,75
CORD,75
NSIT,75
RETR,75
LINESS,75
CIDE,75
YEL,75
BAND,75
TAK,75
GUR,75
AMS,75
HELL,75
SSLY,75
LOID,75
CAND,75
IFL,75
KAL,75
LATOR,75
BACT,75
HIM,75
EMU,75
ESA,75
DUM,75
NTHR,75
IDAL,75
WORM,75
UZ,75
RISM,75
CIDA,75
NEP,75
LMA,75
IZER,75
IANA,75
ENTIAL,74
RGO,74
FACT,74
NKI,74
MPRE,74
EGU,74
XTE,74
RIGH,74
OLAR,74
PARTI,74
AMENT,74
ACTERI,74
IDIN,74
ORIZ,74
NCHE,74
OMATI,74
SCRE,74
TORIA,74
ERST,74
TIR,74
GONI,74
ARGE,74
TAND,74
HOC,74
ONNE,74
LIZED,74
REAK,74
GT,74
UMO,74
ITAR,74
RFI,74
BID,74
NIL,74
INGER,74
ANCY,74
RONE,74
SECT,74
DISH,74
RAU,74
SINE,74
ASTRO,74
DC,74
NUR,74
YX,74
NTHO,74
OBB,74
TINI,74
BURG,74
BAG,74
FEA,73
ATAL,73
RACK,73
RALL,73
MIR,73
PATI,73
ITIN,73
PITA,73
UNL,73
TURI,73
HANT,73
ORIAL,73
AKIN,73
MICA,73
KAT,73
EAU,73
ANTIC,73
FORME,73
SQUA,73
OVERS,73
AES,73
RIAT,73
PEE,73
OGO,73
AQU,73
ENET,73
LOSS,73
ESSL,73
BOOK,73
OCEP,73
POC,73
AURI,73
FISHE,73
RPA,73
THROP,73
ZAR,73
BULA,73
NOID,73
KAN,73
SSIVE,72
SIBLE,72
NALLY,72
ACTO,72
CTING,72
ARIE,72
CIEN,72
EXTE,72
RIGHT,72
TIVA,72
SONA,72
VERE,72
TMEN,72
LECTI,72
ERGE,72
PELL,72
NOD,72
DIM,72
AMPH,72
STERI,72
TERNA,72
NINE,72
RSON,72
PICA,72
RDO,72
EACH,72
OCKE,72
UCC,72
CULATE,72
IVO,72
ROUND,72
ENTRI,72
ONU,72
OOF,72
TIVEN,72
OLLA,72
HETER,72
WD,72
ESU,72
MPLI,72
ALEN,72
OTRO,72
OSITI,72
APER,72
EJ,72
AKA,72
ONTRA,72
OMOR,72
TOX,72
IRU,72
ICOL,72
VERB,72
MISE,72
OLT,72
IDEA,72
ROX,72
ESSLY,72
GLU,72
RHA,72
TYR,72
EHO,72
SNO,72
IMET,72
TOD,72
YMA,72
BACTE,72
BACTER,72
LARIS,72
OSTO,72
TACE,72
OPHYLL,72
SSER,71
DEST,71
ITAB,71
IRRE,71
ACET,71
ACKS,71
HME,71
PTA,71
NGEN,71
CONG,71
ILU,71
NTATI,71
ADIO,71
REVI,71
NSTA,71
TRUS,71
STLE,71
DERE,71
HOG,71
ROLL,71
CRET,71
URP,71
ISING,71
NHA,71
COMB,71
OMIS,71
UTER,71
AMMA,71
TRAD,71
TRIP,71
FICI,71
RWO,71
ICULAT,71
HIG,71
EDIA,71
PATR,71
TIVENE,71
NNER,71
LOCA,71
NOLO,71
PEDI,71
CEO,71
FIRE,71
RNAT,71
QUAR,71
ITIES,71
OES,71
TABIL,71
ANTO,71
YW,71
PHILI,71
BLAC,71
DECA,71
TWI,71
LESSL,71
LESSLY,71
SALI,71
OSTR,71
ERRA,71
POM,71
KINE,71
CILL,71
YRA,71
REMI,71
EUC,71
DEFE,70
ETY,70
ARV,70
CLAS,70
GIB,70
RITA,70
REME,70
SWI,70
OWI,70
IVAT,70
MPLE,70
GEST,70
FOU,70
RPR,70
ILIZ,70
ERNE,70
IOD,70
ORMI,70
NDRI,70
RIEN,70
HOLD,70
TRUM,70
RELA,70
STEM,70
OURI,70
UATE,70
TROPI,70
HEAT,70
THETI,70
VERA,70
PTIC,70
PTU,70
HNES,70
HNESS,70
BARB,70
CARDI,70
SCAR,70
CHIS,70
OSPOR,70
CEM,70
AHA,70
PHAG,70
UET,70
LH,70
YU,70
SME,69
INING,69
ITED,69
MOTI,69
CEPTI,69
SEX,69
MORA,69
ACCO,69
MALA,69
IDG,69
ONED,69
MINATI,69
NPR,69
ORTA,69
REAL,69
ONSI,69
FIT,69
NSTRU,69
OSIN,69
DISE,69
ECTIVE,69
LEXI,69
ORAN,69
DOMI,69
SYCHO,69
PSYCHO,69
VOLU,69
EXO,69
HF,69
ITALI,69
PHOB,69
EGAL,69
ALIC,69
ETERO,69
WEI,69
MERC,69
RUI,69
PULA,69
RGAN,69
RAFT,69
ERCO,69
PIG,69
OMME,69
VEST,69
SWO,69
BLACK,69
TUB,69
OCARP,69
HEMA,69
SIE,69
SPHE,69
SONI,69
RLIN,69
SCL,69
ICHO,69
ANTHE,69
PLAST,69
TICK,69
ARCO,69
ORID,69
EID,69
ASK,68
PRESSI,68
TTEN,68
CEI,68
ADM,68
IBA,68
NSTI,68
TIAT,68
CRIM,68
RMAL,68
ACTIV,68
MODE,68
UGHT,68
COV,68
DETE,68
HICA,68
TMENT,68
ONGE,68
CHIC,68
HYM,68
KEE,68
LOTH,68
RADE,68
IPPE,68
LICAT,68
RESP,68
ACTIN,68
TRICA,68
EPRE,68
INDU,68
ERATIO,68
SCAL,68
ZES,68
AINS,68
ADED,68
THIC,68
ORGA,68
HOLOG,68
TEIN,68
ESTHE,68
TOUS,68
ENAT,68
ULS,68
TAX,68
NOPH,68
EROP,68
GOU,68
SYNC,68
ASIS,68
CIC,68
TERL,68
BEE,68
OCL,68
ELLU,68
UDD,68
GAST,68
ANES,68
ERAC,68
NTIS,68
IANI,68
CTOM,68
HORS,68
AMEL,68
ADEN,68
ROTO,68
ROPHY,68
BOX,68
AEA,68
ADIN,67
IDIA,67
FORMA,67
LLEN,67
GRU,67
TILE,67
MEC,67
MISSI,67
TANG,67
UMBE,67
RGEN,67
ORATE,67
LVI,67
ONSE,67
ERABL,67
MUM,67
ENTED,67
OSTI,67
SERI,67
BERT,67
DIAT,67
RATING,67
GALL,67
PARE,67
ETIN,67
TABILI,67
POSITI,67
ONALIS,67
RESC,67
ENNE,67
CONTRA,67
UMEN,67
STICAL,67
IGRA,67
OSM,67
TIONIS,67
CHEL,67
MACR,67
EQUE,66
STAB,66
SHM,66
NFA,66
RLES,66
DITI,66
DICAT,66
ENL,66
EDIT,66
LISTIC,66
UNW,66
OSSI,66
IRS,66
RNIS,66
BIB,66
NUC,66
ITUD,66
UEL,66
ENTU,66
PLAY,66
ATICAL,66
WELL,66
VAB,66
DYS,66
IRCU,66
RLA,66
PPING,66
EDGE,66
HETIC,66
HETERO,66
URC,66
PLICA,66
ENNI,66
ERH,66
OLDE,66
GROU,66
RONO,66
IZO,66
TOMI,66
VILL,66
ETIS,66
ULUS,66
OCHE,66
YNCH,66
TOCK,66
BBI,66
ISHN,66
MELI,66
PHAN,66
REDE,66
TETRA,66
LARIA,66
USP,65
CKED,65
GOO,65
ROTI,65
SHU,65
IMPER,65
EVEN,65
EALI,65
SCHO,65
LIVE,65
YMO,65
URAN,65
ETTI,65
EATHE,65
IABLE,65
RRU,65
ROMI,65
URD,65
YLLA,65
RLO,65
LEME,65
ARTIC,65
IENC,65
QUEN,65
ANIT,65
GRAV,65
ERRE,65
ESPO,65
GANI,65
SOLI,65
URRE,65
LCA,65
SR,65
OTROP,65
COCK,65
WIND,65
PALA,65
THEA,65
MNI,65
EBRA,65
FRU,65
ISON,65
CENC,65
LFI,65
ECTOM,65
TINO,65
OTU,65
SCHI,65
TULA,65
MIZ,65
TOPH,65
ASIA,65
ECTOR,65
HYR,65
DJ,64
OTTE,64
OUCH,64
ACTIO,64
SPIN,64
RMON,64
NEF,64
LASTI,64
INAC,64
XPL,64
CTUA,64
RADIO,64
SELE,64
TURN,64
WOM,64
LEGI,64
EARI,64
HARA,64
SAD,64
MEM,64
ACIO,64
TROL,64
EAF,64
URL,64
APL,64
ACCE,64
ARCHI,64
ERSON,64
REGA,64
STANT,64
EAST,64
BSE,64
SCOR,64
STAND,64
TERING,64
ULG,64
RIVE,64
OMMU,64
COMMU,64
EPER,64
SPIC,64
CHT,64
HIB,64
NOLOG,64
ROGE,64
MF,64
ORNE,64
RTHO,64
FIEL,64
IVAL,64
NIAL,64
TOME,64
TEP,64
STEA,64
YAL,64
THS,64
KEY,64
NTHU,64
RONT,64
IVES,64
FIG,64
AMU,64
DAY,64
LYT,64
TARIA,64
GNES,64
DACT,64
COE,64
IONIST,64
IDAT,64
RAMI,64
EPS,64
HMA,64
GUN,64
EMATO,64
INGI,63
NGIN,63
VOCA,63
PTIV,63
ARMO,63
STIG,63
EATI,63
EXPL,63
LORA,63
ORATI,63
TENSI,63
RMIS,63
RECE,63
LENC,63
ITTI,63
YON,63
TERMIN,63
DIVI,63
POIN,63
PROM,63
TANC,63
PRED,63
CHAL,63
PECI,63
CONN,63
OGENI,63
MUNI,63
CIRCU,63
RAK,63
NEI,63
EIT,63
DLIN,63
RIPT,63
URGE,63
TP,63
FERA,63
TAMI,63
MINATE,63
FIELD,63
IANT,63
ODS,63
ETC,63
EPTO,63
POG,63
VALE,63
ICULAR,63
HAW,63
CATO,63
NNU,63
NTALI,63
SG,63
TURAL,63
NTERP,63
LOPH,63
TINGL,63
ROLOG,63
EFR,63
SHNE,63
CLER,63
CHRON,63
BOW,63
MONA,63
ROLI,63
OLON,63
TRAP,63
ELU,63
ARIZ,63
OPLAS,63
FISHES,63
EDER,63
ENIS,63
YMPH,63
PHAR,63
FIB,63
HEMO,63
ICID,63
BERG,63
LAGE,63
ORUS,63
EOS,63
SIONA,62
SANT,62
OLUT,62
ECTED,62
INOU,62
INOUS,62
OOTH,62
NTIM,62
DATI,62
