Token	Frequency
forty	171
broom	171
reserve	170
offer	170
armor	170
accompanied	170
stored	170
stitch	170
background	170
daughter	170
beta	170
drum	170
turtle	170
projection	170
steady	169
linear	169
rust	169
whitish	169
lobed	169
since	169
huge	169
attacks	169
hickory	169
sell	169
gather	169
cassia	169
nettle	169
unable	168
director	168
effective	168
extra	168
snakes	168
tender	168
instruments	168
cook	168
passed	168
chin	168
toe	168
printer	168
slowly	167
immune	167
spirits	167
impossible	167
hear	167
laid	167
photographic	167
Colorado	167
engage	167
mold	167
investment	167
spider	167
excessively	166
repeated	166
am	166
scope	166
resident	166
guide	166
spell	166
Hill	166
aside	166
grained	166
difference	166
library	166
Smith	166
pungent	166
plural	166
proof	165
bare	165
ask	165
burned	165
told	165
spoke	165
equipped	165
learning	165
approval	165
notice	165
changed	165
ticket	165
hunting	165
autumn	165
cinnamon	165
saddle	165
wanted	165
wheels	165
correlation	165
Citrus	165
falls	165
dependent	164
badly	164
nest	164
directed	164
fin	164
boundary	164
conclusion	164
temper	164
healthy	164
lion	164
medieval	164
congenital	164
hemp	164
metric	164
feast	164
duties	163
onset	163
passengers	163
harsh	163
backward	163
getting	163
plains	163
terrier	163
shore	163
minded	163
gate	163
calm	163
distant	163
whether	163
8	163
lilac	163
shut	163
visit	163
random	163
Judaism	163
tank	163
panicles	163
succulent	163
anesthetic	163
6	163
zero	163
novelist	163
nail	163
americana	163
hell	162
grammatical	162
assumed	162
battery	162
commission	162
instruction	162
ceremony	162
alpha	162
prison	162
moist	162
underground	162
buffalo	162
musculus	162
version	161
sponge	161
abnormally	161
addition	161
needs	161
portion	161
classified	161
cluster	161
pinkish	161
stupid	161
row	161
margin	161
nocturnal	161
brittle	161
orbit	161
article	161
shaft	161
plug	161
bishop	161
convert	161
arrange	161
clearly	160
personnel	160
seas	160
include	160
unusual	160
link	160
technique	160
inflammatory	160
carrier	160
communist	160
demand	159
inclined	159
Alfred	159
strongly	159
leafy	159
employment	159
celery	159
connection	159
ease	159
repair	159
committee	159
multiple	159
symbol	159
cactus	159
flip	159
stimulus	159
Karl	159
apply	159
politician	158
carefully	158
pace	158
height	158
Lawrence	158
issued	158
goddess	158
responsibility	158
facial	158
polish	158
cable	158
page	158
swallow	158
nasal	158
poetry	158
customer	158
fence	158
secondary	158
heating	158
gasoline	158
cart	158
funny	158
bite	158
southwest	158
toad	158
showed	157
Paris	157
fringed	157
beach	157
immediately	157
luck	157
began	157
usual	157
distress	157
urban	157
hills	157
components	157
rack	157
continue	157
vacuum	157
relieve	157
hop	157
rig	157
senses	156
Roosevelt	156
ore	156
deliberately	156
affecting	156
occasion	156
houses	156
joined	156
clouds	156
phone	156
spots	156
joke	156
apparatus	156
dimensional	156
turns	156
destroyed	156
sphere	156
missile	156
Arizona	156
toilet	156
lee	156
assume	156
disc	156
absolute	155
gross	155
desired	155
happen	155
colony	155
delay	155
persistent	155
normally	155
struggle	155
beings	155
horizon	155
coated	155
lowest	155
youth	155
cress	155
families	155
theories	155
occupation	155
fossil	155
whip	155
flavored	155
clam	155
mallow	155
increased	154
safe	154
entry	154
nerves	154
plot	154
stood	154
concentration	154
opera	154
happy	154
substitute	154
everyone	154
colonies	154
soluble	154
scotch	154
drag	154
chrysanthemum	154
abundant	153
standards	153
influenced	153
streets	153
dip	153
customers	153
pen	153
flies	153
Hardy	153
extension	153
feeding	153
burst	153
flattened	153
dig	153
goes	153
learned	153
sells	153
horns	153
feeds	153
spin	153
obtain	152
batter	152
ever	152
prior	152
consciousness	152
buildings	152
fundamental	152
densely	152
footed	152
traditional	152
pictures	152
universal	152
historical	152
branching	152
permanent	152
sail	152
tire	152
phylum	152
vulgaris	152
wealth	151
idle	151
owner	151
thoughts	151
runs	151
fail	151
partial	151
outcome	151
depth	151
washing	151
Missouri	151
restaurant	151
supposed	151
heavily	151
shake	151
mercury	151
involves	151
physician	151
tick	151
alba	151
soda	151
wearing	150
efforts	150
hairs	150
stalks	150
computers	150
heel	150
reputation	150
proposal	150
stable	150
plans	150
virgin	150
vapor	150
representing	150
upset	150
coin	150
vice	150
spores	150
horned	150
spiral	150
vertebrates	150
epiphytic	150
honeysuckle	150
ink	149
praise	149
mentally	149
opposing	149
exam	149
investigation	149
limits	149
appeal	149
befitting	149
politics	149
ran	149
woods	149
shelter	149
spent	149
centuries	149
fee	149
Mississippi	149
software	149
broadcast	149
moves	149
pairs	149
carriage	149
tuberous	149
bringing	148
impression	148
glands	148
rising	148
lively	148
restraint	148
barrel	148
measures	148
settled	148
Jackson	148
lavender	148
assembly	148
ending	148
almond	148
captain	148
bladder	148
actress	148
parsley	148
imaginary	147
whiskey	147
basketball	147
emergency	147
contained	147
London	147
downy	147
merchandise	147
shining	147
Jerusalem	147
lawyer	147
Bible	147
varieties	147
soul	147
falling	147
holly	147
gauge	147
passes	147
anatomy	147
naturally	146
immediate	146
vegetables	146
beliefs	146
forced	146
unknown	146
everything	146
assigned	146
today	146
twisted	146
amounts	146
foods	146
divide	146
measurement	146
dramatic	146
selling	146
remote	145
consideration	145
petty	145
downward	145
friendly	145
perception	145
arteries	145
tear	145
starting	145
learn	145
gambling	145
shooting	145
decay	145
lobster	145
individuals	145
illegal	145
thrust	145
offense	145
consists	145
Confederate	145
acoustic	145
coil	145
marrow	145
cognitive	145
Swiss	145
insulin	145
constituting	144
thrown	144
harm	144
trying	144
flowing	144
tide	144
steps	144
career	144
host	144
bulb	144
cultural	144
methods	144
establishment	144
bolt	144
pear	144
sandwich	144
heath	144
swing	144
Salix	144
quantities	143
wise	143
hostile	143
destructive	143
belly	143
offspring	143
operated	143
acquired	143
tap	143
Martin	143
rolled	143
represented	143
collectively	143
stones	143
witness	143
trap	143
becomes	143
hammer	143
liquor	143
Frederick	143
coach	143
expert	143
Pakistan	143
cardiac	143
reproduction	142
requiring	142
affection	142
Shakespeare	142
skirt	142
intent	142
favorable	142
instead	142
heated	142
angles	142
nosed	142
laboratory	142
happening	142
riding	142
candidate	142
rises	142
gravity	142
rent	142
tin	142
mole	142
pounds	142
louse	142
strawberry	142
retirement	141
suspended	141
surprise	141
images	141
angry	141
Elizabeth	141
prize	141
opinions	141
mistake	141
holes	141
prepare	141
semi	141
molecule	141
cylinder	141
extract	141
Persian	141
strange	140
excitement	140
arboreal	140
pride	140
coloured	140
occupied	140
hired	140
spectrum	140
constituent	140
gases	140
density	140
alternative	140
promote	140
abuse	140
biennial	140
voltage	140
Wilson	140
pigeon	140
execution	140
disorders	140
inability	140
prayer	140
covers	140
judgement	140
begonia	140
blooming	139
physically	139
gradually	139
artistic	139
emotions	139
intermediate	139
thousand	139
navy	139
debt	139
cleaning	139
contain	139
patch	139
mellitus	139
improve	138
observed	138
sticky	138
feathers	138
flood	138
successful	138
fifty	138
smart	138
reform	138
plague	138
frank	138
violently	138
soon	138
sin	138
swift	138
peach	138
blank	138
separation	138
toes	138
amino	138
pituitary	138
canadensis	138
started	137
lightly	137
infectious	137
further	137
combining	137
articles	137
pleasing	137
imagination	137
raising	137
prominent	137
faces	137
killing	137
contempt	137
prisoners	137
telling	137
hog	137
gathering	137
achieve	137
begin	137
inherited	137
fairy	137
ridge	137
Muslims	137
gentian	137
keeping	136
aim	136
careful	136
entirely	136
representative	136
named	136
defined	136
driven	136
experiment	136
bristly	136
informally	136
rotating	136
molecules	136
advocate	136
auditory	136
lean	136
slight	136
fowl	136
plaster	136
map	136
notation	136
fired	135
metabolism	135
functioning	135
lakes	135
assets	135
inhabitants	135
flush	135
tears	135
mutual	135
greatest	135
conflict	135
pie	135
elected	135
lateral	135
oriental	135
wrench	135
magic	135
linguistic	135
medicinally	135
centre	135
geranium	135
notes	134
recognition	134
trim	134
digital	134
directions	134
lights	134
petals	134
frozen	134
explanation	134
combustion	134
maturity	134
ethnic	134
structures	134
routine	134
rigid	134
reproductive	134
romantic	134
utility	134
dental	134
hockey	134
pill	134
dock	134
millet	134
treating	133
sitting	133
decorative	133
interpretation	133
nor	133
ways	133
temporarily	133
route	133
item	133
victim	133
render	133
breaking	133
parties	133
Americans	133
Douglas	133
core	133
matrix	133
bronze	133
intimate	133
advice	133
fried	133
potatoes	133
electron	133
glory	133
imperial	133
seeded	133
bum	133
proposed	133
habit	132
7	132
seems	132
vigorous	132
parent	132
bought	132
manual	132
velvet	132
grows	132
Sunday	132
tributary	132
remains	132
plumage	132
instance	132
freely	132
orders	132
partner	132
administrative	132
toss	132
puff	132
guy	132
ordinal	132
geometry	132
Poland	132
Madagascar	132
loop	132
poem	131
arrow	131
wonder	131
gift	131
Punch	131
tired	131
handsome	131
triangular	131
laugh	131
gentle	131
confusion	131
Jews	131
propelled	131
finished	131
lamb	131
interesting	131
fertile	131
liberation	131
review	131
request	131
trace	131
basin	131
mathematician	131
decrease	131
adults	131
deals	131
stir	131
hydrochloride	131
concrete	130
recognize	130
wake	130
scheme	130
sister	130
approximately	130
terrible	130
ages	130
landing	130
publication	130
prescribed	130
slave	130
governing	130
witch	130
surfaces	130
chess	130
Christianity	130
controls	130
lung	130
aphasia	130
1917	130
rail	129
benefit	129
determination	129
laughter	129
identity	129
vehicles	129
clip	129
promise	129
breath	129
sets	129
detail	129
feature	129
ginger	129
uniform	129
fancy	129
garbage	129
elementary	129
Jersey	129
obligation	129
vascular	129
spend	129
aluminum	129
sixty	129
Arabian	129
refer	129
1945	129
worthy	128
thermometer	128
taxes	128
dirt	128
aggressive	128
observation	128
welfare	128
professor	128
herself	128
crossing	128
electrons	128
opened	128
shield	128
license	128
weedy	128
balsam	128
rot	128
cargo	128
crew	128
shed	128
implement	128
Samuel	128
Congo	128
anemone	128
lover	127
inserted	127
crested	127
mix	127
adopted	127
traveling	127
rifle	127
lace	127
bachelor	127
distinguish	127
gesture	127
residence	127
applying	127
lining	127
equilibrium	127
seats	127
sack	127
constellation	127
zinc	127
deity	127
asked	127
Albert	127
crash	127
attribute	127
grouse	127
texture	126
terror	126
systematic	126
savings	126
armored	126
capture	126
Walter	126
landscape	126
breeze	126
sweat	126
register	126
increases	126
coating	126
slide	126
arc	126
facility	126
recent	126
evolution	126
theatrical	126
driving	126
elastic	126
older	126
coronary	126
bacterium	126
0	126
San	126
explorer	126
invented	126
founder	126
subshrubs	126
developing	125
fork	125
planet	125
lobes	125
aspect	125
grim	125
technology	125
layers	125
malignant	125
musician	125
scientist	125
keeps	125
crisp	125
pneumonia	125
identification	125
lawn	125
medicinal	125
affect	125
grains	125
burrowing	125
enzyme	125
cereal	125
undergo	125
Philippines	125
defence	125
cranberry	125
nightshade	125
melon	125
twining	125
assign	125
suggestive	124
accounting	124
employees	124
edges	124
masses	124
previous	124
gods	124
climb	124
bundle	124
climber	124
jewelry	124
stemmed	124
doesn	124
daily	124
straw	124
factory	124
familiar	124
birthday	124
outstanding	124
periodic	124
Jones	124
cheap	124
decoration	124
19th	124
removing	124
deliberate	124
blossoms	124
comb	124
specialist	124
fibrous	124
sickness	124
Austria	124
Arab	124
bin	124
category	123
views	123
profession	123
significance	123
fins	123
plates	123
faint	123
milky	123
lap	123
isolated	123
published	123
