Syllable,Frequency
wool,150
seem,150
sheet,150
fal,150
buck,150
fault,150
beans,150
mania,150
cherry,149
hawk,149
mos,149
spores,149
bull,149
locked,149
cited,149
seg,149
senses,149
fairs,149
ride,149
stain,149
sey,149
sells,149
foul,149
leafy,149
games,149
identi,149
ero,148
bis,148
gear,148
sov,148
12,148
quiet,148
Har,148
Vi,148
emp,148
dier,148
chase,147
baby,147
jew,147
web,147
lived,147
lie,147
hero,147
stir,147
spike,147
glands,147
named,147
stroke,147
pray,147
stones,147
height,147
crat,147
volves,147
belt,147
vote,147
mic,147
boreal,147
lute,146
tour,146
Gen,146
Por,146
tacks,146
bottle,146
script,146
raw,146
crime,146
vary,146
demon,146
yard,146
poor,145
harsh,145
gible,145
equipped,145
terests,145
seas,145
threat,145
pis,145
lied,145
ker,145
cases,145
least,144
rush,144
dogs,144
dys,144
dram,144
strik,144
sew,144
bee,144
aria,144
nized,144
vide,144
lips,144
link,143
feeds,143
singing,143
geon,143
though,143
troyed,142
united,142
whale,142
firmly,142
hang,142
baked,142
oval,142
formes,142
slowly,142
equate,142
rises,142
knot,142
passes,142
straw,142
lid,142
lable,142
gate,142
zoa,141
oper,141
peak,141
Dav,141
lence,141
sippi,141
clearly,141
gym,140
Cas,140
mois,140
hus,140
shel,140
holes,140
frag,140
lime,140
province,140
amounts,140
she,140
blad,140
knife,139
beam,139
Ab,139
mune,139
should,139
dev,139
gus,139
girl,139
coc,139
counter,139
tient,139
planted,139
leaved,139
Bur,139
aid,139
lance,139
pope,138
ops,138
tet,138
nod,138
clam,138
liant,138
tects,138
eau,138
amp,137
tell,137
Day,137
settle,137
han,137
cluster,137
sad,137
bass,137
1917,137
evol,137
cereb,137
mouse,137
pert,136
cetes,136
arous,136
particle,136
1000,136
risk,136
camp,136
zona,136
cart,136
knee,136
thrust,136
alty,136
ode,136
Ari,136
bran,136
debt,136
possible,136
trus,135
mad,135
forest,135
settled,135
hairs,135
mobile,135
noun,135
util,135
rising,135
rooms,135
sword,135
plum,135
drome,135
notes,135
shed,135
twis,135
Be,135
taur,135
beetle,134
crust,134
cured,134
zone,134
lina,134
smoke,134
Ac,134
bitu,134
fox,134
emer,134
La,134
ola,133
cres,133
clare,133
mast,133
worked,133
buf,133
Green,133
crus,133
gases,133
1945,133
trict,133
knock,133
screw,133
fossil,133
atician,133
jaw,133
chand,133
felt,132
sting,132
guide,132
Holy,132
thou,132
20,132
qui,132
bony,132
snap,132
crop,132
pour,132
draft,132
Egyp,132
sile,132
chant,132
saint,132
goat,131
blos,131
dwarf,131
sumed,131
grows,131
lace,131
sock,131
Joseph,131
burned,131
punc,131
grained,131
goose,131
tumn,131
trap,130
Guinea,130
cone,130
daugh,130
veal,130
gens,130
Prot,130
elim,130
bytes,130
bloom,130
slang,130
pump,130
lac,130
edges,130
trast,130
nomen,130
cru,130
trons,129
alu,129
solve,129
woven,129
cheer,129
dyn,129
het,129
week,129
joined,129
loid,129
ette,129
Mi,129
pulse,129
g,129
apo,129
tyr,129
powers,129
heated,129
saddle,129
stay,129
coated,129
swer,128
sages,128
ideal,128
leo,128
quids,128
delay,128
itely,128
grape,128
sharply,128
lecule,128
item,128
blem,128
strat,128
selling,127
marks,127
lite,127
sorp,127
creases,127
bing,127
sanc,127
amino,127
grind,127
kilo,127
haired,126
weedy,126
moths,126
vents,126
chance,126
liefs,126
Fed,126
burg,126
B,125
tinc,125
egory,125
ceives,125
ners,125
plains,125
defined,125
cret,125
Cam,125
nels,125
kit,125
trolling,125
gil,125
nun,125
pitched,125
movie,125
reed,125
trols,124
orders,124
rant,124
trated,124
bite,124
tightly,124
traffic,124
lecules,124
nerves,124
asty,124
plumage,124
marsh,123
loop,123
liev,123
phyta,123
would,123
jet,123
plorer,123
scal,123
brittle,123
balls,123
petals,123
shift,123
stra,123
chocol,123
fraud,123
puff,123
prive,123
onion,123
eval,123
wound,122
fel,122
horns,122
swal,122
safety,122
pulling,122
greatest,122
burst,122
ah,122
zyme,122
ites,122
diers,122
ink,122
tear,122
Pakistan,122
sav,122
jazz,122
lif,122
Richard,122
vehicles,122
bath,122
lobes,122
dock,122
aside,122
scor,122
fried,121
quer,121
saurs,121
ked,121
1918,121
males,121
salad,121
vised,121
1910,121
sink,121
dian,121
gray,121
gins,121
spines,121
vers,121
pathy,121
honey,121
viv,121
friendly,121
linked,121
rhythm,120
depth,120
bog,120
whereby,120
lilac,120
tina,120
sip,120
cash,120
vex,120
fins,120
mead,120
^,120
coil,120
ore,120
tents,120
ud,120
daisy,120
scribe,120
rust,120
Ver,120
Shakespeare,120
lively,120
adults,120
killed,120
coin,119
foods,119
tac,119
Ae,119
beauty,119
likely,119
dirty,119
anew,119
stars,119
Ni,119
fence,119
City,119
hous,118
prair,118
deals,118
spell,118
mur,118
Bo,118
voted,118
lov,118
ahead,118
quarter,118
fric,118
chal,118
1904,118
wright,117
sala,117
1905,117
meters,117
1899,117
ata,117
classes,117
scop,117
fies,117
ceit,117
jug,117
Can,117
Party,117
killing,117
shark,117
frog,117
wag,117
acous,116
lean,116
tray,116
cyto,116
queen,116
tria,116
1943,116
ash,116
apt,116
mons,116
brass,116
politi,116
quil,116
miles,116
hardy,116
peatedly,116
chip,116
hyp,116
fields,116
scrib,116
Hi,116
bred,115
Ur,115
bever,115
neo,115
nip,115
nota,115
strings,115
since,115
rice,115
thoughts,115
founder,115
plates,115
souri,115
merged,115
veni,115
funds,115
ude,115
pitu,115
sessed,115
vag,115
seek,114
hel,114
San,114
lery,114
peat,114
tensely,114
olive,114
hid,114
steep,114
older,114
creased,114
comb,114
nail,114
rolled,114
smell,114
toi,114
shin,114
cia,114
Afgh,114
Ore,114
sperm,114
1914,114
sweat,114
paign,114
Hawaii,114
bust,114
ste,113
flash,113
iod,113
thro,113
fri,113
mill,113
glu,113
gently,113
slight,113
mantic,113
1893,113
roc,113
lessen,113
cha,113
shame,113
holy,113
crush,113
tals,113
arts,113
bars,113
ruler,113
fowl,113
equat,113
syr,113
vow,113
fibrous,113
May,113
rog,113
eously,112
croor,112
5,112
Geor,112
ea,112
ose,112
cra,112
Siber,112
heel,112
fem,112
ali,112
rary,112
candy,111
Mad,111
teen,111
hip,111
gills,111
refer,111
1925,111
tassi,111
cler,111
mato,111
Cal,111
ey,111
manu,111
gres,111
pace,111
quor,110
prices,110
nick,110
scan,110
19th,110
gla,110
Minor,110
bore,110
lith,110
sweep,110
solved,110
deity,110
volve,110
dal,110
Ba,110
flor,110
ceous,110
elast,110
ski,110
loan,110
edy,110
laid,110
falls,110
adding,109
sib,109
tender,109
praise,109
sam,109
taper,109
Chad,109
transur,109
Jews,109
trip,109
keys,109
seeks,109
boot,109
Gram,109
switch,109
soms,109
shoes,109
task,109
eyed,109
secreted,109
diet,108
ches,108
rim,108
stripes,108
lables,108
lub,108
cle,108
whom,108
arising,108
venom,108
sida,108
via,108
nitude,108
ruled,108
1906,108
presses,108
skull,108
habit,108
tral,108
fund,108
hour,108
chin,108
1902,108
sticky,108
runs,108
sir,107
page,107
tiple,107
healthy,107
ented,107
safe,107
1903,107
stuff,107
colony,107
Es,107
ough,107
derm,107
aph,107
1898,107
wrap,107
flic,107
prises,107
mable,107
thesia,107
rass,107
anistan,107
cau,107
squash,107
stall,107
vals,106
neigh,106
stein,106
cline,106
Vic,106
cath,106
masses,106
tum,106
shaft,106
oughly,106
tied,106
staff,106
tired,106
films,106
1885,106
seats,106
mains,106
pense,106
stamp,106
ender,106
audi,106
severely,106
hockey,106
sembly,106
plasm,106
want,106
Wal,105
brid,105
agar,105
ass,105
cod,105
pects,105
1882,105
Rocky,105
wish,105
prey,105
poda,105
1881,105
ston,105
grains,105
genu,105
bic,105
6,105
betes,105
pneu,105
Marx,105
slop,105
wanted,105
ibly,104
leased,104
powered,104
joints,104
finely,104
lever,104
strap,104
slope,104
tirely,104
1975,104
wal,104
patch,104
ruptly,104
ecuted,104
jour,104
fits,103
fifth,103
truck,103
wan,103
gods,103
Ly,103
toad,103
lun,103
spider,103
brack,103
blast,103
verbal,103
skel,103
calm,103
flated,103
storm,103
noisy,103
forty,103
ben,102
elry,102
shield,102
limb,102
tit,102
seeded,102
sculp,102
cers,102
rhizo,102
laceae,102
Court,102
fas,102
we,102
ule,102
hop,102
sites,102
1859,102
Mer,102
trary,102
nour,102
Os,102
tiously,101
gary,101
rows,101
A,101
thirty,101
learned,101
nique,101
flame,101
1991,101
ition,101
needles,101
mored,101
cave,101
shares,101
ram,101
trim,101
13,101
cest,101
Swiss,101
minded,100
gelat,100
leap,100
Sec,100
route,100
bib,100
1912,100
1900,100
ordered,100
lars,100
climber,100
drill,100
ros,100
curi,100
lems,100
tipped,100
rind,100
fatal,100
bulb,100
drunk,100
thyroid,100
Norse,100
1892,100
lyr,100
ou,100
bri,100
lex,100
hearted,100
hur,100
2nd,100
RNA,99
zero,99
got,99
gly,99
banks,99
thistle,99
sales,99
guar,99
Yid,99
soup,99
puls,99
1908,99
telling,99
waist,99
eld,99
chew,99
turtle,99
18th,99
ducts,99
reo,99
bom,98
Cape,98
helps,98
forests,98
moss,98
neph,98
gister,98
Muslims,98
Pas,98
aban,98
lady,98
Cer,98
Turk,98
dor,98
quent,98
Nat,98
bay,98
hinder,98
sured,98
season,98
bour,98
maple,98
odd,98
bos,98
bile,98
birch,98
brace,98
sorbed,98
agu,98
travels,98
vise,98
lapse,98
Cap,98
flux,97
beer,97
hotel,97
rings,97
wed,97
wich,97
acids,97
voltage,97
1936,97
hi,97
8,97
pears,97
partly,97
dorsal,97
grounds,97
cently,97
plot,97
1931,97
1890,97
mary,97
longed,97
hill,97
damp,97
Co,96
cac,96
te,96
eor,96
iris,96
host,96
trace,96
fers,96
alem,96
hours,96
rive,96
Carib,96
pile,96
puters,96
phylum,96
gages,96
streams,96
fought,96
shoulders,96
gambling,96
cars,96
Lon,96
rolling,96
circa,96
1901,96
dac,95
choice,95
fetus,95
spoon,95
rix,95
cessor,95
whis,95
ules,95
tried,95
7,95
nest,95
dough,95
1960,95
pand,95
1970,95
sched,95
parties,95
spore,95
Ages,95
yet,95
nomer,95
tons,95
worts,95
hide,95
coasts,95
shows,95
acle,95
pool,95
tera,95
leuk,94
erup,94
swift,94
planned,94
leon,94
milky,94
stocks,94
nize,94
1883,94
modi,94
shells,94
sop,94
gem,94
leav,94
1896,94
user,94
opt,94
asm,94
1946,94
drag,94
leum,93
haust,93
here,93
stages,93
decim,93
steal,93
bels,93
wait,93
thera,93
fired,93
protest,93
cease,93
plaster,93
mottled,93
briefly,93
pom,93
eso,93
owned,93
cytes,93
charges,93
Book,93
waxy,93
zon,93
stemmed,93
crew,93
priest,93
everything,93
ripe,93
curl,93
Neth,93
snout,92
lest,92
Wales,92
filling,92
brake,92
cense,92
jelly,92
prize,92
stretched,92
1909,92
diving,92
loosely,92
livered,92
trous,92
tine,92
fringed,92
youth,92
ritu,92
eel,92
comedi,92
naus,92
footed,92
spoil,92
wolf,92
tide,92
lung,92
1973,92
knit,92
carp,92
bined,92
bats,92
scler,91
strained,91
etry,91
anthus,91
Cru,91
shut,91
beetles,91
hered,91
rosy,91
volat,91
rem,91
rob,91
gone,91
rhythmic,91
White,91
borne,91
tank,91
actly,91
races,91
breeds,91
opened,91
mock,91
peas,91
1895,91
offered,91
claimed,91
crick,91
cury,91
passed,91
squeeze,91
styl,91
4th,91
driver,91
maid,91
woods,91
pute,91
beth,91
tow,91
volt,91
priv,91
metals,90
larged,90
greet,90
1916,90
starch,90
hemo,90
tears,90
cable,90
tainty,90
scat,90
map,90
cheap,90
wages,90
bounds,90
My,90
entry,90
foil,90
Columbia,90
1907,90
lad,90
skills,90
zinc,90
pie,90
AD,90
strengthen,90
enth,90
equa,90
16th,90
Jack,89
planes,89
plish,89
pota,89
Min,89
1891,89
spine,89
drinks,89
rivers,89
reck,89
flap,89
alo,89
Pan,89
Len,89
hinged,89
solvent,89
Se,89
wrist,89
ury,89
alti,89
plug,89
cion,89
nity,89
1944,89
stops,88
strips,88
III,88
disc,88
1888,88
1870,88
hound,88
Tas,88
lyt,88
tori,88
cue,88
500,88
slave,88
stow,88
cessed,88
solv,88
litho,88
repu,88
30,88
massive,88
sioned,88
taxes,88
glob,88
witch,88
chen,88
urge,88
terns,88
istered,88
nated,88
stag,88
lettuce,88
mile,88
forts,88
aes,88
stated,88
span,88
badly,88
1964,88
ty,88
cuse,87
bare,87
grave,87
melt,87
bage,87
pleted,87
bard,87
folds,87
sharks,87
greatly,87
nox,87
alert,87
lope,87
wheeled,87
cused,87
1942,87
che,87
aus,87
struck,87
shine,87
Scand,87
1989,87
epis,87
tubers,87
Park,87
bru,87
1913,87
lete,87
phant,87
0,86
1894,86
devices,86
mont,86
gean,86
noth,86
palms,86
phar,86
corner,86
angry,86
veil,86
1966,86
tidae,86
mands,86
legged,86
seasoned,86
dream,86
signs,86
treaty,86
ribs,86
idle,86
Eliza,86
centa,86
rocky,85
alone,85
broke,85
1979,85
crops,85
Tri,85
pars,85
mask,85
finch,85
mole,85
1887,85
wrapped,85
1915,85
dot,85
lepsy,85
bies,85
laugh,85
hurt,85
bold,85
grouse,85
jaws,85
uli,85
sandy,85
tuted,85
1935,85
bulbous,85
/,85
1948,85
mob,85
17th,85
peoples,85
burns,85
openly,85
1961,85
heath,85
swing,85
Tan,85
bud,85
egor,84
struggle,84
puted,84
shake,84
trousers,84
sheath,84
claws,84
swollen,84
views,84
Mark,84
1937,84
pride,84
lop,84
thorny,84
Bible,84
Peter,84
dice,84
ticed,84
1928,84
echo,84
bears,84
1919,84
teo,84
grip,84
El,84
turer,83
trick,83
Nazi,83
gnos,83
tower,83
drama,83
Frank,83
1880,83
beak,83
pest,83
Ken,83
1876,83
bury,83
league,83
3rd,83
quin,83
rag,83
spicy,83
mites,83
C,83
laria,83
von,83
vac,83
1967,83
cyt,83
Coun,83
bron,83
largely,83
patches,83
fleet,83
oven,83
arouse,83
tast,83
crisp,83
cene,82
rics,82
gling,82
Baby,82
1957,82
penis,82
Lili,82
lects,82
Ten,82
tics,82
loaded,82
wad,82
mood,82
Nile,82
Peru,82
horned,82
Jac,82
Fre,82
Apostle,82
core,82
vour,82
1879,82
swamp,82
sponge,82
eryth,82
teins,82
clip,81
identic,81
throne,81
lor,81
pulses,81
1923,81
Me,81
rels,81
jar,81
hall,81
ella,81
T,81
phate,81
ponds,81
cane,81
goes,81
iser,81
1873,81
Kan,81
ager,81
tos,81
dirt,81
ess,81
hired,81
teur,81
frozen,81
ena,81
ick,81
belly,81
cises,81
Ra,80
whist,80
spark,80
freez,80
Doc,80
skirt,80
gina,80
coon,80
ema,80
Chan,80
tates,80
dim,80
lux,80
bronze,80
1939,80
levels,80
ees,80
1963,80
r,80
logue,80
cated,80
1920,80
sule,80
cere,80
Korea,80
clot,80
alarm,80
chim,80
1911,80
needled,80
cypress,80
pery,80
wrest,80
yer,79
Han,79
boiled,79
1929,79
punch,79
No,79
guilt,79
1974,79
eered,79
bols,79
throm,79
fastened,79
pork,79
rails,79
Li,79
Lin,79
cargo,79
1947,79
%,79
oily,79
cemose,79
cyte,79
skelet,79
fib,79
rum,79
mut,79
lobe,79
1874,79
horny,79
lined,79
grasp,79
falo,79
curves,79
Coast,78
stake,78
lanceol,78
Oc,78
nounced,78
bees,78
shared,78
ores,78
Sam,78
vid,78
Red,78
trem,78
herd,78
happy,78
Ben,78
1924,78
tero,78
buoy,78
agents,78
chess,78
stew,78
treas,78
leads,78
songs,78
fron,78
lord,78
plor,78
meni,78
hog,78
pulled,78
rick,78
inches,77
Sal,77
desir,77
quen,77
crude,77
thus,77
nev,77
merce,77
verbally,77
sance,77
unite,77
Gos,77
rasp,77
ridges,77
genes,77
1965,77
kal,77
sculptor,77
policies,77
worse,77
spruce,77
Bor,77
roast,77
ocu,77
1865,77
Syr,77
clustered,77
amus,77
turbed,77
Sax,77
urani,77
mens,77
pent,76
routine,76
cruel,76
larva,76
fumes,76
carpus,76
nouns,76
sachu,76
cuts,76
drops,76
handed,76
sulin,76
tre,76
1926,76
bler,76
rats,76
9,76
cress,76
bak,76
sibly,76
heal,76
caught,76
tested,76
pins,76
quian,76
nesses,76
emis,75
cheat,75
freeze,75
cet,75
satel,75
laughter,75
groove,75
marshes,75
vomit,75
sixty,75
plans,75
spond,75
charm,75
nurse,75
peni,75
rur,75
21,75
ceans,75
Gym,75
pap,75
oles,75
weav,75
guid,75
illa,75
gend,75
1997,75
cla,75
warmth,75
bate,75
plume,75
could,75
Tu,75
cats,75
counts,74
cians,74
pages,74
niz,74
crash,74
blows,74
alpine,74
tling,74
oils,74
tid,74
wheth,74
ifer,74
chosen,74
wedge,74
stub,74
claims,74
ete,74
lamb,74
murder,74
packed,74
quet,74
50,74
1980,74
gang,74
hep,74
ache,74
Mat,74
needs,74
versed,74
gro,74
1930,74
seri,74
1976,74
rash,74
mend,74
gru,74
blame,74
1990,74
mice,73
onions,73
lata,73
hum,73
sheets,73
Thai,73
brick,73
lights,73
1940,73
shipped,73
jam,73
threads,73
flip,73
anced,73
helped,73
dle,73
Air,73
Sweden,73
Mac,73
1941,73
salts,73
ciously,73
thun,73
roles,73
sires,73
fright,73
1953,73
apples,73
jan,73
1981,73
keeps,73
concept,73
ato,73
1986,73
ideo,73
geal,73
pels,73
bugs,72
vet,72
setts,72
verts,72
1934,72
downy,72
hardened,72
bristly,72
veri,72
nap,72
Sar,72
peach,72
twelve,72
loon,72
Pi,72
onym,72
Lakes,72
1857,72
guided,72
flood,72
coma,72
bolt,72
kiss,72
spite,72
shire,72
huge,72
poem,72
eagle,72
bases,72
ala,72
py,72
peel,72
alay,72
pore,72
curred,72
pher,72
voke,72
slug,72
crossed,72
fifty,72
